,index_arr,sigH,T_period,Cp
3908,2605.5,0.3275880647852647,2.4605107100684203,3.8377036061822087
3909,2606.0,0.2925545865121253,2.4750070547638714,3.8603137613103047
3910,2607.0,0.28036242582802035,2.373414004063364,3.7018575143435464
3911,2607.5,0.246601815337492,2.3478833664665593,3.662036932512322
3912,2608.0,0.21284120484696367,2.3223527288697547,3.622216350681098
3913,2609.0,0.21015410241548813,2.201764276815141,3.4341323465597253
3914,2609.5,0.1929166310378388,2.2055567993846728,3.4400476138866174
3915,2610.0,0.17567915966018943,2.2093493219542046,3.4459628812135095
3916,2611.0,0.2177876411680619,2.115334256891856,3.2993258518823634
3917,2611.5,0.22095536598934,2.1360290763887884,3.331603943356188
3918,2612.0,0.22412309081061815,2.156723895885721,3.3638820348300125
3919,2613.0,0.16910384198089506,2.227391151967611,3.4741030558293393
3920,2613.5,0.14156097271963386,2.375476813226943,3.7050747581383217
3921,2614.0,0.11401810345837268,2.5235624744862752,3.9360464604473044
3922,2615.0,0.07479120619316855,2.7235317556127274,4.247937809972997
3923,2615.5,0.07791358758488007,3.4600686892700665,5.382495717969009
3924,2616.0,0.0810359689765916,4.196605622927406,6.51705362596502
3925,2617.0,0.041608943743567,3.2384719297928863,5.050770211318927
3926,2617.5,0.042036786208335564,3.5502447239810637,5.5331461217142826
3927,2618.0,0.04246462867310413,3.8620175181692415,6.015522032109638
3928,2619.0,0.050134421850219164,3.1343363647816123,4.888533153374092
3929,2619.5,0.038636619348884745,4.092733507358647,6.284828060451906
3930,2620.0,0.027138816847550325,5.05113064993568,7.681122967529719
3931,2621.0,0.026421046351325875,4.461307299584008,6.9004646864900625
3932,2621.5,0.027284513344558243,4.47483991461603,6.918062229225361
3933,2622.0,0.02814798033779061,4.488372529648053,6.93565977196066
3934,2623.0,0.10917568702168641,2.9093688668004347,4.5377640333641365
3935,2623.5,0.09548071619994752,2.918786400283994,4.552447769804626
3936,2624.0,0.08178574537820865,2.928203933767553,4.567131506245115
3937,2625.0,0.04376045289855168,3.488849638225451,5.439620348289926
3938,2625.5,0.03893385055915395,3.7502141791305226,5.8388872578831705
3939,2626.0,0.03410724821975622,4.011578720035594,6.238154167476414
3940,2627.0,0.07618310719719185,3.0380014612856314,4.738306747637548
3941,2627.5,0.0698640578387146,2.68595536376457,4.189274019154817
3942,2628.0,0.06354500848023735,2.3339092662435084,3.6402412906720847
3943,2629.0,0.24151064772576167,2.120373551600569,3.30718573270593
3944,2629.5,0.2505172714062501,2.1484631104412344,3.350997535338438
3945,2630.0,0.2595238950867385,2.1765526692818993,3.3948093379709463
3946,2631.0,0.2285151364681994,2.20958206972838,3.4463259021204973
3947,2631.5,0.23652107288522556,2.1772424819732024,3.395885251351321
3948,2632.0,0.24452700930225169,2.144902894218025,3.345444600582145
3949,2633.0,0.23496476522809986,2.100190977890026,3.275706600392682
3950,2633.5,0.23735300834695988,2.1338344711851134,3.328180977043555
3951,2634.0,0.23974125146581993,2.167477964480201,3.3806553536944284
3952,2635.0,0.22155230679451668,2.151662639201999,3.35598789940481
3953,2635.5,0.22669676715802978,2.1639588566767927,3.375166536385477
3954,2636.0,0.23184122752154288,2.1762550741515865,3.394345173366144
3955,2637.0,0.2540668231596558,2.1834964698797146,3.4056397117421033
3956,2637.5,0.23851750558361556,2.2580410727089917,3.5219082914196935
3957,2638.0,0.22296818800757534,2.332585675538269,3.638176871097284
3958,2639.0,0.2573706820687153,2.3668504763370906,3.6916202960284923
3959,2639.5,0.24983431162319453,2.4022542404444636,3.746840162717091
3960,2640.0,0.2422979411776738,2.437658004551836,3.8020600294056894
3961,2641.0,0.2631472650709754,2.425050886539659,3.7823965045874286
3962,2641.5,0.2868624888311194,2.4035010896200095,3.7487849121259105
3963,2642.0,0.3105777125912635,2.3819512927003603,3.7151733196643923
3964,2643.0,0.3016616818719934,2.371086597401856,3.6982274613605703
3965,2643.5,0.3163299143531492,2.4335959344245577,3.795724321992009
3966,2644.0,0.33099814683430506,2.4961052714472594,3.893221182623448
3967,2645.0,0.37089993657869613,2.516838104333116,3.925558465659716
3968,2645.5,0.35315590739468794,2.554012535135602,3.983539789559217
3969,2646.0,0.33541187821067975,2.591186965938088,4.041521113458718
3970,2647.0,0.38227679087113847,2.6260484612249293,4.095894605663702
3971,2647.5,0.40593205868346427,2.645387039093686,4.126056827032947
3972,2648.0,0.4295873264957901,2.6647256169624423,4.1562190484021935
3973,2649.0,0.4220366382029313,2.7138667075180924,4.232863209791012
3974,2649.5,0.41458404310222274,2.6491653479358668,4.131949148754274
3975,2650.0,0.40713144800151413,2.584463988353641,4.0310350877175365
3976,2651.0,0.39540164929479127,2.4550711214900724,3.829219518827348
3977,2651.5,0.48614212264784246,2.653102397753609,4.138081912761696
3978,2652.0,0.5768825960008936,2.851133674017145,4.446944306696045
3979,2653.0,0.6483632366256346,3.0516523032171547,4.759596008643093
3980,2653.5,0.6828574152394211,3.0999281997104062,4.8348288589922035
3981,2654.0,0.7173515938532077,3.1482040962036577,4.910061709341314
3982,2655.0,0.6411725903472079,3.1044081434795365,4.841822506341286
3983,2655.5,0.640170657572776,3.129965670831922,4.8816524023391565
3984,2656.0,0.6391687247983442,3.155523198184307,4.921482298337028
3985,2657.0,0.684877819715906,3.0993520443566993,4.833961230854921
3986,2657.5,0.7030649941438673,3.172250437396447,4.94753544389882
3987,2658.0,0.7212521685718285,3.2451488304361944,5.061109656942718
3988,2659.0,0.6591334465136685,3.1443680951674304,4.90413137587698
3989,2659.5,0.6118356077401832,3.132708884480788,4.8859621350981115
3990,2660.0,0.564537768966698,3.1210496737941456,4.867792894319244
3991,2661.0,0.5032153474200824,2.972812065126682,4.636697974402763
3992,2661.5,0.37508064759132,2.8035556178671035,4.372730607223792
3993,2662.0,0.24694594776255752,2.6342991706075245,4.108763240044821
3994,2663.0,0.25276701309238253,2.4237782675437702,3.7804115643000316
3995,2663.5,0.2632765993351572,2.41285014166568,3.763366780437251
3996,2664.0,0.27378618557793183,2.401922015787589,3.74632199657447
3997,2665.0,0.30798580125113284,2.3963899320915565,3.7376935138827583
3998,2665.5,0.3273760917074402,2.493279584362596,3.8888137010748913
3999,2666.0,0.34676638216374756,2.5901692366336353,4.039933888267025
4000,2667.0,0.39574565952823226,2.747374906012278,4.285126483312804
4001,2667.5,0.47905329648264167,2.880650487515888,4.492973170665229
4002,2668.0,0.5623609334370511,3.0139260690194978,4.700819858017654
4003,2669.0,0.6581258016578915,3.278458884252784,5.113087526650808
4004,2669.5,0.6139752197116983,3.3925780651882578,5.290495444305778
4005,2670.0,0.5698246377655051,3.506697246123732,5.467903361960747
4006,2671.0,0.6163154084724263,3.312713407257913,5.166353796992831
4007,2671.5,0.6275946430725612,3.2621720638040586,5.087635046600038
4008,2672.0,0.6388738776726962,3.2116307203502035,5.0089162962072455
4009,2673.0,0.671090095143481,3.4278351841097923,5.345104654637029
4010,2673.5,0.7060170101766287,3.4556979064908315,5.388250221168448
4011,2674.0,0.7409439252097764,3.4835606288718703,5.431395787699868
4012,2675.0,0.717640965992435,3.6250495513489476,5.649876909858589
4013,2675.5,0.7071732758495248,3.5479496372179544,5.530713290254759
4014,2676.0,0.6967055857066146,3.4708497230869613,5.41154967065093
4015,2677.0,0.6493698226592399,3.59113173732713,5.597479458625693
4016,2677.5,0.6494039668993867,3.4968283949678023,5.451530262264383
4017,2678.0,0.6494381111395335,3.402525052608475,5.305581065903072
4018,2679.0,0.6870418956600949,3.4774083065196657,5.4216824566899495
4019,2679.5,0.6580895786688158,3.443628004474207,5.369302867535128
4020,2680.0,0.6291372616775367,3.409847702428748,5.316923278380307
4021,2681.0,0.6042793161123624,3.4777346107423925,5.422123018814359
4022,2681.5,0.6216687334363287,3.5242315198502014,5.493958135659278
4023,2682.0,0.639058150760295,3.570728428958011,5.565793252504196
4024,2683.0,0.6505120049054158,3.3989630938294577,5.29992756650054
4025,2683.5,0.6222825177090114,3.431641400611067,5.35058264445098
4026,2684.0,0.594053030512607,3.4643197073926757,5.40123772240142
4027,2685.0,0.5501792731057323,3.42985110842438,5.348050934113719
4028,2685.5,0.5553568830771711,3.5305236466833954,5.503534703471978
4029,2686.0,0.56053449304861,3.4489434281398577,5.377530820842989
4030,2687.0,0.5765943525479001,3.3251499383573373,5.185425066903383
4031,2687.5,0.5791976458680633,3.3404153555893235,5.209185481531906
4032,2688.0,0.5818009391882265,3.35568077282131,5.232945896160429
4033,2689.0,0.6161673345483354,3.4238420900375983,5.338892031450002
4034,2689.5,0.6287992434704863,3.425951453137645,5.342205627613231
4035,2690.0,0.6414311523926373,3.4280608162376924,5.345519223776458
4036,2691.0,0.6431114851729783,3.3970697209206246,5.29744167154677
4037,2691.5,0.6134577748689087,3.3296055694418714,5.1925123797896084
4038,2692.0,0.583804064564839,3.262141417963118,5.087583088032447
4039,2693.0,0.5419334854631421,3.2422743226563555,5.056657766206639
4040,2693.5,0.4932412121833867,3.2762490761269247,5.109545241197168
4041,2694.0,0.44454893890363123,3.310223829597494,5.162432716187697
4042,2695.0,0.40736239205938085,3.328384000117932,5.190679760625212
4043,2695.5,0.38339215995311177,3.5789706570334365,5.57773508314022
4044,2696.0,0.3594219278468427,3.2755468938470482,5.10836509125671
4045,2697.0,0.4222427191671436,3.1449702281465397,4.905053956899481
4046,2697.5,0.4157194770775872,3.1416231352023516,4.899831750275574
4047,2698.0,0.4091962349880308,3.138276042258163,4.894609543651666
