,jd,old_date
6069,295.25200,20221022_070000
6070,295.26400,20221022_072000
6071,295.27600,20221022_074000
6072,295.28800,20221022_080000
6073,295.30000,20221022_082000
6074,295.31200,20221022_084000
6075,295.32400,20221022_090000
6076,295.33600,20221022_092000
6077,295.34800,20221022_094000
6078,295.36000,20221022_100000
6079,295.37200,20221022_102000
6080,295.38400,20221022_104000
6081,295.39600,20221022_110000
6082,295.40800,20221022_112000
6083,295.42000,20221022_114000
6084,295.43200,20221022_120000
6085,295.44400,20221022_122000
6086,295.45600,20221022_124000
6087,295.46800,20221022_130000
6088,295.48000,20221022_132000
6089,295.49200,20221022_134000
6090,295.50400,20221022_140000
6091,295.51600,20221022_142000
6092,295.52800,20221022_144000
6093,295.54000,20221022_150000
6094,295.55200,20221022_152000
6095,295.56400,20221022_154000
6096,295.57600,20221022_160000
6097,295.58800,20221022_162000
6098,295.60000,20221022_164000
6099,295.61200,20221022_170000
6100,295.62400,20221022_172000
6101,295.63600,20221022_174000
6102,295.64800,20221022_180000
6103,295.66000,20221022_182000
6104,295.67200,20221022_184000
6105,295.68400,20221022_190000
6106,295.69600,20221022_192000
6107,295.70800,20221022_194000
6108,295.72000,20221022_200000
6109,295.73200,20221022_202000
6110,295.74400,20221022_204000
6111,295.75600,20221022_210000
6112,295.76800,20221022_212000
6113,295.78000,20221022_214000
6114,295.79200,20221022_220000
6115,295.80400,20221022_222000
6116,295.81600,20221022_224000
6117,295.82800,20221022_230000
6118,295.84000,20221022_232000
6119,295.85200,20221022_234000
6120,296.00,20221023_000000
6121,296.01200,20221023_002000
6122,296.02400,20221023_004000
6123,296.03600,20221023_010000
6124,296.04800,20221023_012000
6125,296.06000,20221023_014000
6126,296.07200,20221023_020000
6127,296.08400,20221023_022000
6128,296.09600,20221023_024000
6129,296.10800,20221023_030000
6130,296.12000,20221023_032000
6131,296.13200,20221023_034000
6132,296.14400,20221023_040000
6133,296.15600,20221023_042000
6134,296.16800,20221023_044000
6135,296.18000,20221023_050000
6136,296.19200,20221023_052000
6137,296.20400,20221023_054000
6138,296.21600,20221023_060000
6139,296.22800,20221023_062000
6140,296.24000,20221023_064000
6141,296.25200,20221023_070000
6142,296.26400,20221023_072000
6143,296.27600,20221023_074000
6144,296.28800,20221023_080000
6145,296.30000,20221023_082000
6146,296.31200,20221023_084000
6147,296.32400,20221023_090000
6148,296.33600,20221023_092000
6149,296.34800,20221023_094000
6150,296.36000,20221023_100000
6151,296.37200,20221023_102000
6152,296.38400,20221023_104000
6153,296.39600,20221023_110000
6154,296.40800,20221023_112000
6155,296.42000,20221023_114000
6156,296.43200,20221023_120000
6157,296.44400,20221023_122000
6158,296.45600,20221023_124000
6159,296.46800,20221023_130000
6160,296.48000,20221023_132000
6161,296.49200,20221023_134000
6162,296.50400,20221023_140000
6163,296.51600,20221023_142000
6164,296.52800,20221023_144000
6165,296.54000,20221023_150000
6166,296.55200,20221023_152000
6167,296.56400,20221023_154000
6168,296.57600,20221023_160000
6169,296.58800,20221023_162000
6170,296.60000,20221023_164000
6171,296.61200,20221023_170000
6172,296.62400,20221023_172000
6173,296.63600,20221023_174000
6174,296.64800,20221023_180000
6175,296.66000,20221023_182000
6176,296.67200,20221023_184000
6177,296.68400,20221023_190000
6178,296.69600,20221023_192000
6179,296.70800,20221023_194000
6180,296.72000,20221023_200000
6181,296.73200,20221023_202000
6182,296.74400,20221023_204000
6183,296.75600,20221023_210000
6184,296.76800,20221023_212000
6185,296.78000,20221023_214000
6186,296.79200,20221023_220000
6187,296.80400,20221023_222000
6188,296.81600,20221023_224000
6189,296.82800,20221023_230000
6190,296.84000,20221023_232000
6191,296.85200,20221023_234000
6192,297.00,20221024_000000
6193,297.01200,20221024_002000
6194,297.02400,20221024_004000
6195,297.03600,20221024_010000
6196,297.04800,20221024_012000
6197,297.06000,20221024_014000
6198,297.07200,20221024_020000
6199,297.08400,20221024_022000
6200,297.09600,20221024_024000
6201,297.10800,20221024_030000
6202,297.12000,20221024_032000
6203,297.13200,20221024_034000
6204,297.14400,20221024_040000
6205,297.15600,20221024_042000
6206,297.16800,20221024_044000
6207,297.18000,20221024_050000
6208,297.19200,20221024_052000
6209,297.20400,20221024_054000
6210,297.21600,20221024_060000
6211,297.22800,20221024_062000
6212,297.24000,20221024_064000
6213,297.25200,20221024_070000
6214,297.26400,20221024_072000
6215,297.27600,20221024_074000
6216,297.28800,20221024_080000
6217,297.30000,20221024_082000
6218,297.31200,20221024_084000
6219,297.32400,20221024_090000
6220,297.33600,20221024_092000
6221,297.34800,20221024_094000
6222,297.36000,20221024_100000
6223,297.37200,20221024_102000
6224,297.38400,20221024_104000
6225,297.39600,20221024_110000
6226,297.40800,20221024_112000
6227,297.42000,20221024_114000
6228,297.43200,20221024_120000
6229,297.44400,20221024_122000
6230,297.45600,20221024_124000
6231,297.46800,20221024_130000
6232,297.48000,20221024_132000
6233,297.49200,20221024_134000
6234,297.50400,20221024_140000
6235,297.51600,20221024_142000
6236,297.52800,20221024_144000
6237,297.54000,20221024_150000
6238,297.55200,20221024_152000
6239,297.56400,20221024_154000
6240,297.57600,20221024_160000
6241,297.58800,20221024_162000
6242,297.60000,20221024_164000
6243,297.61200,20221024_170000
6244,297.62400,20221024_172000
6245,297.63600,20221024_174000
6246,297.64800,20221024_180000
6247,297.66000,20221024_182000
6248,297.67200,20221024_184000
6249,297.68400,20221024_190000
6250,297.69600,20221024_192000
6251,297.70800,20221024_194000
6252,297.72000,20221024_200000
6253,297.73200,20221024_202000
6254,297.74400,20221024_204000
6255,297.75600,20221024_210000
6256,297.76800,20221024_212000
6257,297.78000,20221024_214000
6258,297.79200,20221024_220000
6259,297.80400,20221024_222000
6260,297.81600,20221024_224000
6261,297.82800,20221024_230000
6262,297.84000,20221024_232000
6263,297.85200,20221024_234000
6264,298.00,20221025_000000
6265,298.01200,20221025_002000
6266,298.02400,20221025_004000
6267,298.03600,20221025_010000
6268,298.04800,20221025_012000
6269,298.06000,20221025_014000
6270,298.07200,20221025_020000
6271,298.08400,20221025_022000
6272,298.09600,20221025_024000
6273,298.10800,20221025_030000
6274,298.12000,20221025_032000
6275,298.13200,20221025_034000
6276,298.14400,20221025_040000
6277,298.15600,20221025_042000
6278,298.16800,20221025_044000
6279,298.18000,20221025_050000
6280,298.19200,20221025_052000
6281,298.20400,20221025_054000
6282,298.21600,20221025_060000
6283,298.22800,20221025_062000
6284,298.24000,20221025_064000
6285,298.25200,20221025_070000
6286,298.26400,20221025_072000
6287,298.27600,20221025_074000
6288,298.28800,20221025_080000
6289,298.30000,20221025_082000
6290,298.31200,20221025_084000
6291,298.32400,20221025_090000
6292,298.33600,20221025_092000
6293,298.34800,20221025_094000
6294,298.36000,20221025_100000
6295,298.37200,20221025_102000
6296,298.38400,20221025_104000
6297,298.39600,20221025_110000
6298,298.40800,20221025_112000
6299,298.42000,20221025_114000
6300,298.43200,20221025_120000
6301,298.44400,20221025_122000
6302,298.45600,20221025_124000
6303,298.46800,20221025_130000
6304,298.48000,20221025_132000
6305,298.49200,20221025_134000
6306,298.50400,20221025_140000
6307,298.51600,20221025_142000
6308,298.52800,20221025_144000
6309,298.54000,20221025_150000
6310,298.55200,20221025_152000
6311,298.56400,20221025_154000
6312,298.57600,20221025_160000
6313,298.58800,20221025_162000
6314,298.60000,20221025_164000
6315,298.61200,20221025_170000
6316,298.62400,20221025_172000
6317,298.63600,20221025_174000
6318,298.64800,20221025_180000
6319,298.66000,20221025_182000
6320,298.67200,20221025_184000
6321,298.68400,20221025_190000
6322,298.69600,20221025_192000
6323,298.70800,20221025_194000
6324,298.72000,20221025_200000
6325,298.73200,20221025_202000
6326,298.74400,20221025_204000
6327,298.75600,20221025_210000
6328,298.76800,20221025_212000
6329,298.78000,20221025_214000
6330,298.79200,20221025_220000
6331,298.80400,20221025_222000
6332,298.81600,20221025_224000
6333,298.82800,20221025_230000
6334,298.84000,20221025_232000
6335,298.85200,20221025_234000
6336,299.00,20221026_000000
6337,299.01200,20221026_002000
6338,299.02400,20221026_004000
6339,299.03600,20221026_010000
6340,299.04800,20221026_012000
6341,299.06000,20221026_014000
6342,299.07200,20221026_020000
6343,299.08400,20221026_022000
6344,299.09600,20221026_024000
6345,299.10800,20221026_030000
6346,299.12000,20221026_032000
6347,299.13200,20221026_034000
6348,299.14400,20221026_040000
6349,299.15600,20221026_042000
6350,299.16800,20221026_044000
6351,299.18000,20221026_050000
6352,299.19200,20221026_052000
6353,299.20400,20221026_054000
6354,299.21600,20221026_060000
6355,299.22800,20221026_062000
6356,299.24000,20221026_064000
6357,299.25200,20221026_070000
6358,299.26400,20221026_072000
6359,299.27600,20221026_074000
6360,299.28800,20221026_080000
6361,299.30000,20221026_082000
6362,299.31200,20221026_084000
6363,299.32400,20221026_090000
6364,299.33600,20221026_092000
6365,299.34800,20221026_094000
6366,299.36000,20221026_100000
6367,299.37200,20221026_102000
6368,299.38400,20221026_104000
6369,299.39600,20221026_110000
6370,299.40800,20221026_112000
6371,299.42000,20221026_114000
6372,299.43200,20221026_120000
6373,299.44400,20221026_122000
6374,299.45600,20221026_124000
6375,299.46800,20221026_130000
6376,299.48000,20221026_132000
6377,299.49200,20221026_134000
6378,299.50400,20221026_140000
6379,299.51600,20221026_142000
6380,299.52800,20221026_144000
6381,299.54000,20221026_150000
6382,299.55200,20221026_152000
6383,299.56400,20221026_154000
6384,299.57600,20221026_160000
6385,299.58800,20221026_162000
6386,299.60000,20221026_164000
6387,299.61200,20221026_170000
6388,299.62400,20221026_172000
6389,299.63600,20221026_174000
6390,299.64800,20221026_180000
6391,299.66000,20221026_182000
6392,299.67200,20221026_184000
6393,299.68400,20221026_190000
6394,299.69600,20221026_192000
6395,299.70800,20221026_194000
6396,299.72000,20221026_200000
6397,299.73200,20221026_202000
6398,299.74400,20221026_204000
6399,299.75600,20221026_210000
6400,299.76800,20221026_212000
6401,299.78000,20221026_214000
6402,299.79200,20221026_220000
6403,299.80400,20221026_222000
6404,299.81600,20221026_224000
6405,299.82800,20221026_230000
6406,299.84000,20221026_232000
6407,299.85200,20221026_234000
6408,300.00,20221027_000000
6409,300.01200,20221027_002000
6410,300.02400,20221027_004000
6411,300.03600,20221027_010000
6412,300.04800,20221027_012000
6413,300.06000,20221027_014000
6414,300.07200,20221027_020000
6415,300.08400,20221027_022000
6416,300.09600,20221027_024000
6417,300.10800,20221027_030000
6418,300.12000,20221027_032000
6419,300.13200,20221027_034000
6420,300.14400,20221027_040000
6421,300.15600,20221027_042000
6422,300.16800,20221027_044000
6423,300.18000,20221027_050000
6424,300.19200,20221027_052000
6425,300.20400,20221027_054000
6426,300.21600,20221027_060000
6427,300.22800,20221027_062000
6428,300.24000,20221027_064000
6429,300.25200,20221027_070000
6430,300.26400,20221027_072000
6431,300.27600,20221027_074000
6432,300.28800,20221027_080000
6433,300.30000,20221027_082000
6434,300.31200,20221027_084000
6435,300.32400,20221027_090000
6436,300.33600,20221027_092000
6437,300.34800,20221027_094000
6438,300.36000,20221027_100000
6439,300.37200,20221027_102000
6440,300.38400,20221027_104000
6441,300.39600,20221027_110000
6442,300.40800,20221027_112000
6443,300.42000,20221027_114000
6444,300.43200,20221027_120000
6445,300.44400,20221027_122000
6446,300.45600,20221027_124000
6447,300.46800,20221027_130000
6448,300.48000,20221027_132000
6449,300.49200,20221027_134000
6450,300.50400,20221027_140000
6451,300.51600,20221027_142000
6452,300.52800,20221027_144000
6453,300.54000,20221027_150000
6454,300.55200,20221027_152000
6455,300.56400,20221027_154000
6456,300.57600,20221027_160000
6457,300.58800,20221027_162000
6458,300.60000,20221027_164000
6459,300.61200,20221027_170000
6460,300.62400,20221027_172000
6461,300.63600,20221027_174000
6462,300.64800,20221027_180000
6463,300.66000,20221027_182000
6464,300.67200,20221027_184000
6465,300.68400,20221027_190000
6466,300.69600,20221027_192000
6467,300.70800,20221027_194000
6468,300.72000,20221027_200000
6469,300.73200,20221027_202000
6470,300.74400,20221027_204000
6471,300.75600,20221027_210000
6472,300.76800,20221027_212000
6473,300.78000,20221027_214000
6474,300.79200,20221027_220000
6475,300.80400,20221027_222000
6476,300.81600,20221027_224000
6477,300.82800,20221027_230000
6478,300.84000,20221027_232000
6479,300.85200,20221027_234000
6480,301.00,20221028_000000
6481,301.01200,20221028_002000
6482,301.02400,20221028_004000
6483,301.03600,20221028_010000
6484,301.04800,20221028_012000
6485,301.06000,20221028_014000
6486,301.07200,20221028_020000
6487,301.08400,20221028_022000
6488,301.09600,20221028_024000
6489,301.10800,20221028_030000
6490,301.12000,20221028_032000
6491,301.13200,20221028_034000
6492,301.14400,20221028_040000
6493,301.15600,20221028_042000
6494,301.16800,20221028_044000
6495,301.18000,20221028_050000
6496,301.19200,20221028_052000
6497,301.20400,20221028_054000
6498,301.21600,20221028_060000
6499,301.22800,20221028_062000
6500,301.24000,20221028_064000
6501,301.25200,20221028_070000
6502,301.26400,20221028_072000
6503,301.27600,20221028_074000
6504,301.28800,20221028_080000
6505,301.30000,20221028_082000
6506,301.31200,20221028_084000
6507,301.32400,20221028_090000
6508,301.33600,20221028_092000
6509,301.34800,20221028_094000
6510,301.36000,20221028_100000
6511,301.37200,20221028_102000
6512,301.38400,20221028_104000
6513,301.39600,20221028_110000
6514,301.40800,20221028_112000
6515,301.42000,20221028_114000
6516,301.43200,20221028_120000
6517,301.44400,20221028_122000
6518,301.45600,20221028_124000
6519,301.46800,20221028_130000
6520,301.48000,20221028_132000
6521,301.49200,20221028_134000
6522,301.50400,20221028_140000
6523,301.51600,20221028_142000
6524,301.52800,20221028_144000
6525,301.54000,20221028_150000
6526,301.55200,20221028_152000
6527,301.56400,20221028_154000
6528,301.57600,20221028_160000
6529,301.58800,20221028_162000
6530,301.60000,20221028_164000
6531,301.61200,20221028_170000
6532,301.62400,20221028_172000
6533,301.63600,20221028_174000
6534,301.64800,20221028_180000
6535,301.66000,20221028_182000
6536,301.67200,20221028_184000
6537,301.68400,20221028_190000
6538,301.69600,20221028_192000
6539,301.70800,20221028_194000
6540,301.72000,20221028_200000
6541,301.73200,20221028_202000
6542,301.74400,20221028_204000
6543,301.75600,20221028_210000
6544,301.76800,20221028_212000
6545,301.78000,20221028_214000
6546,301.79200,20221028_220000
6547,301.80400,20221028_222000
6548,301.81600,20221028_224000
6549,301.82800,20221028_230000
6550,301.84000,20221028_232000
6551,301.85200,20221028_234000
6552,302.00,20221029_000000
6553,302.01200,20221029_002000
6554,302.02400,20221029_004000
6555,302.03600,20221029_010000
6556,302.04800,20221029_012000
6557,302.06000,20221029_014000
6558,302.07200,20221029_020000
6559,302.08400,20221029_022000
6560,302.09600,20221029_024000
6561,302.10800,20221029_030000
6562,302.12000,20221029_032000
6563,302.13200,20221029_034000
6564,302.14400,20221029_040000
6565,302.15600,20221029_042000
6566,302.16800,20221029_044000
6567,302.18000,20221029_050000
6568,302.19200,20221029_052000
6569,302.20400,20221029_054000
6570,302.21600,20221029_060000
6571,302.22800,20221029_062000
6572,302.24000,20221029_064000
6573,302.25200,20221029_070000
6574,302.26400,20221029_072000
6575,302.27600,20221029_074000
6576,302.28800,20221029_080000
6577,302.30000,20221029_082000
6578,302.31200,20221029_084000
6579,302.32400,20221029_090000
6580,302.33600,20221029_092000
6581,302.34800,20221029_094000
6582,302.36000,20221029_100000
6583,302.37200,20221029_102000
6584,302.38400,20221029_104000
6585,302.39600,20221029_110000
6586,302.40800,20221029_112000
6587,302.42000,20221029_114000
6588,302.43200,20221029_120000
6589,302.44400,20221029_122000
6590,302.45600,20221029_124000
6591,302.46800,20221029_130000
6592,302.48000,20221029_132000
6593,302.49200,20221029_134000
6594,302.50400,20221029_140000
6595,302.51600,20221029_142000
6596,302.52800,20221029_144000
6597,302.54000,20221029_150000
6598,302.55200,20221029_152000
6599,302.56400,20221029_154000
6600,302.57600,20221029_160000
6601,302.58800,20221029_162000
6602,302.60000,20221029_164000
6603,302.61200,20221029_170000
6604,302.62400,20221029_172000
6605,302.63600,20221029_174000
6606,302.64800,20221029_180000
6607,302.66000,20221029_182000
6608,302.67200,20221029_184000
6609,302.68400,20221029_190000
6610,302.69600,20221029_192000
6611,302.70800,20221029_194000
6612,302.72000,20221029_200000
6613,302.73200,20221029_202000
6614,302.74400,20221029_204000
6615,302.75600,20221029_210000
6616,302.76800,20221029_212000
6617,302.78000,20221029_214000
6618,302.79200,20221029_220000
6619,302.80400,20221029_222000
6620,302.81600,20221029_224000
6621,302.82800,20221029_230000
6622,302.84000,20221029_232000
6623,302.85200,20221029_234000
6624,303.00,20221030_000000
6625,303.01200,20221030_002000
6626,303.02400,20221030_004000
6627,303.03600,20221030_010000
6628,303.04800,20221030_012000
6629,303.06000,20221030_014000
6630,303.07200,20221030_020000
6631,303.08400,20221030_022000
6632,303.09600,20221030_024000
6633,303.10800,20221030_030000
6634,303.12000,20221030_032000
6635,303.13200,20221030_034000
6636,303.14400,20221030_040000
6637,303.15600,20221030_042000
6638,303.16800,20221030_044000
6639,303.18000,20221030_050000
6640,303.19200,20221030_052000
6641,303.20400,20221030_054000
6642,303.21600,20221030_060000
6643,303.22800,20221030_062000
6644,303.24000,20221030_064000
6645,303.25200,20221030_070000
6646,303.26400,20221030_072000
6647,303.27600,20221030_074000
6648,303.28800,20221030_080000
6649,303.30000,20221030_082000
6650,303.31200,20221030_084000
6651,303.32400,20221030_090000
6652,303.33600,20221030_092000
6653,303.34800,20221030_094000
6654,303.36000,20221030_100000
6655,303.37200,20221030_102000
6656,303.38400,20221030_104000
6657,303.39600,20221030_110000
6658,303.40800,20221030_112000
6659,303.42000,20221030_114000
6660,303.43200,20221030_120000
6661,303.44400,20221030_122000
6662,303.45600,20221030_124000
6663,303.46800,20221030_130000
6664,303.48000,20221030_132000
6665,303.49200,20221030_134000
6666,303.50400,20221030_140000
6667,303.51600,20221030_142000
6668,303.52800,20221030_144000
6669,303.54000,20221030_150000
6670,303.55200,20221030_152000
6671,303.56400,20221030_154000
6672,303.57600,20221030_160000
6673,303.58800,20221030_162000
6674,303.60000,20221030_164000
6675,303.61200,20221030_170000
6676,303.62400,20221030_172000
6677,303.63600,20221030_174000
6678,303.64800,20221030_180000
6679,303.66000,20221030_182000
6680,303.67200,20221030_184000
6681,303.68400,20221030_190000
6682,303.69600,20221030_192000
6683,303.70800,20221030_194000
6684,303.72000,20221030_200000
6685,303.73200,20221030_202000
6686,303.74400,20221030_204000
6687,303.75600,20221030_210000
6688,303.76800,20221030_212000
6689,303.78000,20221030_214000
6690,303.79200,20221030_220000
6691,303.80400,20221030_222000
6692,303.81600,20221030_224000
6693,303.82800,20221030_230000
6694,303.84000,20221030_232000
6695,303.85200,20221030_234000
6696,304.00,20221031_000000
6697,304.01200,20221031_002000
6698,304.02400,20221031_004000
6699,304.03600,20221031_010000
6700,304.04800,20221031_012000
6701,304.06000,20221031_014000
6702,304.07200,20221031_020000
6703,304.08400,20221031_022000
6704,304.09600,20221031_024000
6705,304.10800,20221031_030000
6706,304.12000,20221031_032000
6707,304.13200,20221031_034000
6708,304.14400,20221031_040000
6709,304.15600,20221031_042000
6710,304.16800,20221031_044000
6711,304.18000,20221031_050000
6712,304.19200,20221031_052000
6713,304.20400,20221031_054000
6714,304.21600,20221031_060000
6715,304.22800,20221031_062000
6716,304.24000,20221031_064000
6717,304.25200,20221031_070000
6718,304.26400,20221031_072000
6719,304.27600,20221031_074000
6720,304.28800,20221031_080000
6721,304.30000,20221031_082000
6722,304.31200,20221031_084000
6723,304.32400,20221031_090000
6724,304.33600,20221031_092000
6725,304.34800,20221031_094000
6726,304.36000,20221031_100000
6727,304.37200,20221031_102000
6728,304.38400,20221031_104000
6729,304.39600,20221031_110000
6730,304.40800,20221031_112000
6731,304.42000,20221031_114000
6732,304.43200,20221031_120000
6733,304.44400,20221031_122000
6734,304.45600,20221031_124000
6735,304.46800,20221031_130000
6736,304.48000,20221031_132000
6737,304.49200,20221031_134000
6738,304.50400,20221031_140000
6739,304.51600,20221031_142000
6740,304.52800,20221031_144000
6741,304.54000,20221031_150000
6742,304.55200,20221031_152000
6743,304.56400,20221031_154000
6744,304.57600,20221031_160000
6745,304.58800,20221031_162000
6746,304.60000,20221031_164000
6747,304.61200,20221031_170000
6748,304.62400,20221031_172000
6749,304.63600,20221031_174000
6750,304.64800,20221031_180000
6751,304.66000,20221031_182000
6752,304.67200,20221031_184000
6753,304.68400,20221031_190000
6754,304.69600,20221031_192000
6755,304.70800,20221031_194000
6756,304.72000,20221031_200000
6757,304.73200,20221031_202000
6758,304.74400,20221031_204000
6759,304.75600,20221031_210000
6760,304.76800,20221031_212000
6761,304.78000,20221031_214000
6762,304.79200,20221031_220000
6763,304.80400,20221031_222000
6764,304.81600,20221031_224000
6765,304.82800,20221031_230000
6766,304.84000,20221031_232000
6767,304.85200,20221031_234000
6768,305.00,20221101_000000
6769,305.01200,20221101_002000
6770,305.02400,20221101_004000
6771,305.03600,20221101_010000
6772,305.04800,20221101_012000
6773,305.06000,20221101_014000
6774,305.07200,20221101_020000
6775,305.08400,20221101_022000
6776,305.09600,20221101_024000
6777,305.10800,20221101_030000
6778,305.12000,20221101_032000
6779,305.13200,20221101_034000
6780,305.14400,20221101_040000
6781,305.15600,20221101_042000
6782,305.16800,20221101_044000
6783,305.18000,20221101_050000
6784,305.19200,20221101_052000
6785,305.20400,20221101_054000
6786,305.21600,20221101_060000
6787,305.22800,20221101_062000
6788,305.24000,20221101_064000
6789,305.25200,20221101_070000
6790,305.26400,20221101_072000
6791,305.27600,20221101_074000
6792,305.28800,20221101_080000
6793,305.30000,20221101_082000
6794,305.31200,20221101_084000
6795,305.32400,20221101_090000
6796,305.33600,20221101_092000
6797,305.34800,20221101_094000
6798,305.36000,20221101_100000
6799,305.37200,20221101_102000
6800,305.38400,20221101_104000
6801,305.39600,20221101_110000
6802,305.40800,20221101_112000
6803,305.42000,20221101_114000
6804,305.43200,20221101_120000
6805,305.44400,20221101_122000
6806,305.45600,20221101_124000
6807,305.46800,20221101_130000
6808,305.48000,20221101_132000
6809,305.49200,20221101_134000
6810,305.50400,20221101_140000
6811,305.51600,20221101_142000
6812,305.52800,20221101_144000
6813,305.54000,20221101_150000
6814,305.55200,20221101_152000
6815,305.56400,20221101_154000
6816,305.57600,20221101_160000
6817,305.58800,20221101_162000
6818,305.60000,20221101_164000
6819,305.61200,20221101_170000
6820,305.62400,20221101_172000
6821,305.63600,20221101_174000
6822,305.64800,20221101_180000
6823,305.66000,20221101_182000
6824,305.67200,20221101_184000
6825,305.68400,20221101_190000
6826,305.69600,20221101_192000
6827,305.70800,20221101_194000
6828,305.72000,20221101_200000
6829,305.73200,20221101_202000
6830,305.74400,20221101_204000
6831,305.75600,20221101_210000
6832,305.76800,20221101_212000
6833,305.78000,20221101_214000
6834,305.79200,20221101_220000
6835,305.80400,20221101_222000
6836,305.81600,20221101_224000
6837,305.82800,20221101_230000
6838,305.84000,20221101_232000
6839,305.85200,20221101_234000
6840,306.00,20221102_000000
6841,306.01200,20221102_002000
6842,306.02400,20221102_004000
6843,306.03600,20221102_010000
6844,306.04800,20221102_012000
6845,306.06000,20221102_014000
6846,306.07200,20221102_020000
6847,306.08400,20221102_022000
6848,306.09600,20221102_024000
6849,306.10800,20221102_030000
6850,306.12000,20221102_032000
6851,306.13200,20221102_034000
6852,306.14400,20221102_040000
6853,306.15600,20221102_042000
6854,306.16800,20221102_044000
6855,306.18000,20221102_050000
6856,306.19200,20221102_052000
6857,306.20400,20221102_054000
6858,306.21600,20221102_060000
6859,306.22800,20221102_062000
6860,306.24000,20221102_064000
6861,306.25200,20221102_070000
6862,306.26400,20221102_072000
6863,306.27600,20221102_074000
6864,306.28800,20221102_080000
6865,306.30000,20221102_082000
6866,306.31200,20221102_084000
6867,306.32400,20221102_090000
6868,306.33600,20221102_092000
6869,306.34800,20221102_094000
6870,306.36000,20221102_100000
6871,306.37200,20221102_102000
6872,306.38400,20221102_104000
6873,306.39600,20221102_110000
6874,306.40800,20221102_112000
6875,306.42000,20221102_114000
6876,306.43200,20221102_120000
6877,306.44400,20221102_122000
6878,306.45600,20221102_124000
6879,306.46800,20221102_130000
6880,306.48000,20221102_132000
6881,306.49200,20221102_134000
6882,306.50400,20221102_140000
6883,306.51600,20221102_142000
6884,306.52800,20221102_144000
6885,306.54000,20221102_150000
6886,306.55200,20221102_152000
6887,306.56400,20221102_154000
6888,306.57600,20221102_160000
6889,306.58800,20221102_162000
6890,306.60000,20221102_164000
6891,306.61200,20221102_170000
6892,306.62400,20221102_172000
6893,306.63600,20221102_174000
6894,306.64800,20221102_180000
6895,306.66000,20221102_182000
6896,306.67200,20221102_184000
6897,306.68400,20221102_190000
6898,306.69600,20221102_192000
6899,306.70800,20221102_194000
6900,306.72000,20221102_200000
6901,306.73200,20221102_202000
6902,306.74400,20221102_204000
6903,306.75600,20221102_210000
6904,306.76800,20221102_212000
6905,306.78000,20221102_214000
6906,306.79200,20221102_220000
6907,306.80400,20221102_222000
6908,306.81600,20221102_224000
6909,306.82800,20221102_230000
6910,306.84000,20221102_232000
6911,306.85200,20221102_234000
6912,307.00,20221103_000000
6913,307.01200,20221103_002000
6914,307.02400,20221103_004000
6915,307.03600,20221103_010000
6916,307.04800,20221103_012000
6917,307.06000,20221103_014000
6918,307.07200,20221103_020000
6919,307.08400,20221103_022000
6920,307.09600,20221103_024000
6921,307.10800,20221103_030000
6922,307.12000,20221103_032000
6923,307.13200,20221103_034000
6924,307.14400,20221103_040000
6925,307.15600,20221103_042000
6926,307.16800,20221103_044000
6927,307.18000,20221103_050000
6928,307.19200,20221103_052000
6929,307.20400,20221103_054000
6930,307.21600,20221103_060000
6931,307.22800,20221103_062000
6932,307.24000,20221103_064000
6933,307.25200,20221103_070000
6934,307.26400,20221103_072000
6935,307.27600,20221103_074000
6936,307.28800,20221103_080000
6937,307.30000,20221103_082000
6938,307.31200,20221103_084000
6939,307.32400,20221103_090000
6940,307.33600,20221103_092000
6941,307.34800,20221103_094000
6942,307.36000,20221103_100000
6943,307.37200,20221103_102000
6944,307.38400,20221103_104000
6945,307.39600,20221103_110000
6946,307.40800,20221103_112000
6947,307.42000,20221103_114000
6948,307.43200,20221103_120000
6949,307.44400,20221103_122000
6950,307.45600,20221103_124000
6951,307.46800,20221103_130000
6952,307.48000,20221103_132000
6953,307.49200,20221103_134000
6954,307.50400,20221103_140000
6955,307.51600,20221103_142000
6956,307.52800,20221103_144000
6957,307.54000,20221103_150000
6958,307.55200,20221103_152000
6959,307.56400,20221103_154000
6960,307.57600,20221103_160000
6961,307.58800,20221103_162000
6962,307.60000,20221103_164000
6963,307.61200,20221103_170000
6964,307.62400,20221103_172000
6965,307.63600,20221103_174000
6966,307.64800,20221103_180000
6967,307.66000,20221103_182000
6968,307.67200,20221103_184000
6969,307.68400,20221103_190000
6970,307.69600,20221103_192000
6971,307.70800,20221103_194000
6972,307.72000,20221103_200000
6973,307.73200,20221103_202000
6974,307.74400,20221103_204000
6975,307.75600,20221103_210000
6976,307.76800,20221103_212000
6977,307.78000,20221103_214000
6978,307.79200,20221103_220000
6979,307.80400,20221103_222000
6980,307.81600,20221103_224000
6981,307.82800,20221103_230000
6982,307.84000,20221103_232000
6983,307.85200,20221103_234000
6984,308.00,20221104_000000
6985,308.01200,20221104_002000
6986,308.02400,20221104_004000
6987,308.03600,20221104_010000
6988,308.04800,20221104_012000
6989,308.06000,20221104_014000
6990,308.07200,20221104_020000
6991,308.08400,20221104_022000
6992,308.09600,20221104_024000
6993,308.10800,20221104_030000
6994,308.12000,20221104_032000
6995,308.13200,20221104_034000
6996,308.14400,20221104_040000
6997,308.15600,20221104_042000
6998,308.16800,20221104_044000
6999,308.18000,20221104_050000
7000,308.19200,20221104_052000
7001,308.20400,20221104_054000
