new_index,L_sonic1,L_sonic2,L_sonic3,L_sonic4
32,20.825701578794302,22.01374292329954,5.562877475379611,33.562634789506475
33,12.622992585907287,12.365790036288265,22.369928811026703,12.92582292264149
34,34.23857564993077,4.540802930563473,50.88342318025548,5.672006400469207
35,19.667172009119483,9.883875342971264,7.9172535248848295,11.788499809566284
36,27.840655283232906,51.5647214854479,51.72243545073592,28.25109245335486
37,75.31091196210666,86.31893049066697,35.69438671025215,129.67975937935265
38,185.16293538550812,106.1922180203932,81.3743406154806,25.522603772708518
39,154.63644815404092,112.8477956189569,99.75902149047042,100.053981258032
40,169.07665250585893,114.33014802118112,68.52720064883346,64.85957503759485
41,193.25420831708595,98.73659189990533,56.85234245268423,42.93064723165269
42,174.09423394352652,125.42908771929528,103.78230161617694,77.13113179395964
43,186.77261645899253,158.90087642809675,157.71482725381222,106.5135572142152
44,189.1709124555786,123.16545711078881,117.73534423177131,102.9001816046056
45,203.04189207036214,176.37262227728291,153.35158433662306,128.01167828579062
46,276.277988311502,186.27945363832924,189.67798086492158,167.044583258628
47,202.04924726352047,149.61988568909456,143.34748056051387,148.53940740965803
48,228.6571638754093,167.4265349475142,178.90934242783078,152.5366014166645
49,274.9906307207109,231.04954442078264,236.38652061559162,214.01278204255678
